text	label
Oga why you too dey lie?	abusive
Partners in crime	abusive
What happened to Nigerian made cars  Looking always for a way to steal	abusive
I am committed and motivated to building OUR LAGOS for every LAGOSIAN.  For us to achieve that, we need to vote LP top to bottom. Carry this message to all the corners of Lagos, tell your family, friends and neighbors.  Gbadebo is here for you. LP is here   Èkó E dìde!!  ~ GRV.	normal
It was a fitting and proud moment as HE President  @MBuhari  delivered his farewell speech at the 77th UNGA and declared Nigeria's position on many of the challenges grappling the world.   He restated his commitment to deliver credible, free and fair general elections in 2023.	normal
For the love of God and Love of Country.   Èkó E dìde!!  ~ GRV.	normal
Try dey sleep, election is 11th, not tomorrow. Fear fear	abusive
Your Lagos was never setting a peaceful environment for voters, intimidation everywhere. But you wave peacefully to vote your candidate.  None of you faced such issues of thuggery and intimidation, shows how evil our leaders are.	hateful
This is something that we don’t see everyday on the streets of Ojo, genuine excitement to meet with & hear from a political candidate. That is the kind of good will Funke Akindele has with Lagosians, a pact she intends to honour as Deputy Governor of Lagos state.	normal
In keeping with our tradition of rebuilding properties that had to give way for the Red Line rail, we delivered a block of 12 classrooms that we built as replacement for the former school building demolished to give way for the project's overpass bridge & the Mushin Station.  1/3	normal
Omo mummy ..mummy's boy ..guy go suck breast abeg	abusive
Dey play, just dey play!!!	abusive
Shame on you, wetin you come gain after commenting	abusive
This guy speaks sense and he con fine join. Tell me what you want in a governor again. We need change in Lagos away from the usual agbero and agbado touts	normal
U are so dumb.	abusive
Gerraout!!!	abusive
Thank you sir, i personally appreciate your good leadership. You have continued to improve on the development of Lagos and excelled within a short period of time. Your good works shall never go unnoticed by the youths and people of Nigeria.	normal
I didn't see Nigeria police stop apc supporters from rally for tinubu today. Bigot governor.	hateful
History will be very unkind to you.	hateful
you're an hypocrite Chinedu, bcoz you can't tell me you don't know that was a make up work with Naija home made ketchup.	abusive
The blood of the innocent  you shed is enough reflection for you	hateful
The health insurance scheme is part of our interventions to assist them with access to health care in public health facilities.   This scheme will be specially categorised for professionals in the film business and those who have shaped our society with their craft.   3/3	normal
You don't need to post receipts for lunatics to believe that you're a graduate of MIT. Leave them to bite dust	abusive
Olodo in Chatham house. International shame shame	abusive
You be mugu if you think this will be your achievement	abusive
My dear colleagues, H.E Governor Seyi Makinde, H.E Governor Nyesom Wike and I, were conferred with honorary doctorate degrees by the prestigious Ajayi Crowther University, in Oyo State.  My sincere appreciation goes to the VC of the Ajayi Crowther University, Oyo,…	normal
You are so empty guy.  Lagos was dirtiest city growing up, transformation of Lawma by Tinubu flipped it. 600m igr, oracle tax payment system by Tinubu. IPP Tinubu, Eko Atlantic, RRS Lekki free trade worth over 25b dollars, you dey play abi	abusive
God will always be with you	normal
Commendable..more jobs ,more value to naira ,more money to govt and I hope we can av stable electricity .	normal
Tourist in Lagos trying to figure your way around.  Half baked politician	abusive
Firstly, I would like to thank all Lagosians, especially our supporters for coming out to vote yesterday for us. I’m convinced that with you in our corner, a NEW Nigeria is imminent.	normal
You are an opportunist!	abusive
May God grant you victory at the poll.	normal
In the same vein, the Standing Tribunal on Enquiry on Chieftaincy Matters was established to address and adjudicate on disputed chieftaincy titles among communities, with the objective to facilitate and make resolutions of issues through its rulings and recommendations.   5/6	normal
We are at the forefront of climatic conditions, being a coastal city with rising sea levels, low topography & other threats.   We have taken an evidence-based approach with a plan to make our state less vulnerable to climate change & fast track attainment of our zero-carbon goal.	normal
We have upgraded 970 public schools and recruited over 1,000 school teachers in the process.   We also renovated and digitized 243 public school libraries. This guarantees quality education for our children regardless of the financial capabilities of their parents.	normal
You as a governor should break a record too in jobs creation & provision of amenities. You are useless people trying to associate yourselves with real people. Drainages are blocked, floods are destroying peoples houses; you can't solve a simple prob like that. Shameless you are.	abusive
We wake at 3am everyday to beat the traffic caused by bad roads and poor construction management on the Lekki Ajah corridor. You need to fix that ONLY road on this axis.	normal
It is ours, let's Take It. #ourlagos #itsPOssible	normal
LSSTF has been at the forefront of these efforts. Through the agency, we have provided interventions to the police and other security agencies operating in Lagos.   Our efforts have yielded encouraging results as Lagos remains largely safe for business and living.	normal
Werey people. Na wetin dem go see una for be this!!! Face your country that’s in chaos.	abusive
Your Lagos was never setting a peaceful environment for voters, intimidation everywhere. But you wave peacefully to vote your candidate.  None of you faced such issues of thuggery and intimidation, shows how evil our leaders are.	hateful
Ode governor  @jidesanwoolu  and  @ayisat_opeyemi  you're a weyrey ti o gbon. Why will you be pushing BAT to an unknown destination	abusive
Your Excellency thank you for this milestone achievement, however we really and indeed need actual manufacturing centres for machines, equipment and plants.	normal
Before campaign season officially began, there was much speculation about the legitimacy of our decision to contest for the highest seat of office in Lagos state.	normal
"Mr ""Outgoing"" Governor, Lagosians are tired of this extractive governance introduced by your Political godfather for past 24 years.... the governance that gives only the elites the power to set policies that benefits nobody but them... governance that concentrate power... 1/"	normal
Over 6m Nigerians in Lagos collected their PVCs, if we add it to those who had PVCs previously, we can say Lagos is a FORCE in this 2023 elections   But Lagos has been a sleeping giant for 24 years because of those who seek to gag us. I say not anymore   Èkó E dìde!!  ~ GRV.	normal
